番号,集数,名字,播放量,投稿时间,作者,收藏数,硬币数,评论数,弹幕数,标签
15682969,1,【日语中字1998年-5月29日播出】蜡笔小新-妈妈要去打工哦/妈妈打工真辛苦,9398,2017-10-24 17:53,绿光战警,285,66,50,125,"['动画', '蜡笔小新', '日本', '720P', '蜡笔小新感人', '蜡笔小新国语', '蜡笔小新日语', '蜡笔小新TV', '蜡笔小新妈妈', '蜡笔小新小葵']"
15675419,37,【1080P/DVDISO】《猫眼三姐妹》 【第二季】【日语中字】 1983,35302,2017-10-24 17:51,小文嗨嗨,8034,223,301,297,"['TV动画', '经典', '怀旧', '日本动画', '1080P']"
15667951,41,【TVB】闪电十一人 第二季Alien篇【粤语无字】,1424,2017-10-24 17:43,Frank_Air,121,9,13,16,"['粤语', '经典', 'TVB', '怀旧', '日本动画', 'TV动画', '足球']"
15619296,41,【720P】《好逑双物语/H2》【中字】(1995),1869,2017-10-24 17:42,小文嗨嗨,298,11,17,9,"['TV动画', '经典', '日本动画', '中文', 'BDRIP', '720P']"
15591449,51,【1080P】爆旋陀螺 钢铁战魂,1862,2017-10-24 17:17,幻影动漫社,160,3,3,0,"['机战', '搞笑', '科幻', '奇幻', '动画', '怀旧', '合集', '热血', '1080P']"
15675956,52,【720P】东京猫猫国语版 全集【中文字幕】,5059,2017-10-24 08:54,Hugo的YaYa-,528,27,90,9,"['日本', '短片', '童年', '动漫']"
15668744,1,【OAD】魔卡少女樱 CLEAR CARD篇 序章 小樱与两只小熊【极影】,25001,2017-10-23 22:58,神樂尽,2054,159,96,504,"['魔卡少女樱', '720P']"
15638886,6,【720P/BDRip】 魔卡少女樱 TV合集篇 全6话（汐空字幕组）,91867,2017-10-23 10:33,十五夜与你重逢,14033,379,146,491,"['魔卡少女樱', '日本动画', 'BDRIP', '720P']"
15637630,1,【合集】境界的彼方 偶像裁判 【1080p/生肉】,4197,2017-10-23 10:23,冷仲秋,136,19,30,37,"['生肉', '境界的彼方', '1080P', '京阿尼']"
15639109,1,S06礼尚往来【潮汐字幕组】,1010,2017-10-23 02:25,黑暗柔柔,65,4,15,9,"['百合', '小马宝莉', '百合大法好', '我的小马驹']"
15639900,1,小马S06驱寒颂歌【潮汐字幕组】,1523,2017-10-22 22:51,黑暗柔柔,111,6,19,21,"['百合', '小马宝莉', '百合大法好', '我的小马驹']"
15621925,25,【480P/合集】小凉宫春日的忧郁【TVBJ2-粤语】【繁体字幕】,1640,2017-10-22 17:51,B站有丶毒,133,5,12,4,"['凉宫春日', '搞笑', '繁体字幕', '合集', 'TVBJ2-粤语']"
15615387,2,東京巴比倫【1-2合集】日语中字,4785,2017-10-22 13:55,加藤佐倫,590,23,22,23,"['CLAMP', '动漫', '经典', '神作', '合集', '睪清', '東京巴比倫']"
15611919,1,【720P】兽娘动物园 韩语版 01【生肉】,2169,2017-10-22 13:05,果汁_KANYO,86,17,78,48,"['兽娘动物园', '韩语版', '韩语配音', 'けものフレンズ']"
15609420,7,【SP/1080P】轻音少女第一季 SP【生肉】,2137,2017-10-22 11:10,美万,65,5,10,1,"['轻音少女', '1080P', 'K-ON']"
15596246,1,【480P】天威勇士OVA 闪电陷阱 1990【冷番补完字幕组】,1170,2017-10-22 11:02,有酒乐逍遥year,67,5,9,0,['480P']
15570625,53,【540P】【国语中字】布兰迪和他的怪物,2857,2017-10-21 18:46,浅暖233,390,17,13,13,"['动画', '高清', '合集']"
15508897,185, 【480P】猫和老鼠 185集全集 【英语生肉】,150503,2017-10-21 18:34,会卖萌的E,51472,5381,862,4997,"['怀旧', '童年', '经典', '猫和老鼠', '720P', '合集']"
15587122,1,【BD1080P/OVA】日常 第00话（OVA）【雪飘】,3510,2017-10-21 15:48,奶活家教Shaw_K,129,39,15,29,"['治愈向', '动漫', 'OVA•OAD', '1080P', 'BDRIP']"
15586369,48,【TVB】宠物小精灵XY&Z【粤语无字】,8116,2017-10-21 15:48,Frank_Air,575,33,21,17,"['精灵宝可梦', '日本动画', 'TV动画', '粤语', 'TVB', 'TVB配音', 'XY&amp;amp;Z']"
15576450,1,【TVB粤语】【熟肉】哆啦A梦新番：再见静香,3618,2017-10-21 13:47,鬼迷君,33,11,5,23,"['TVB粤语', '童年', '哆啦A梦', '动画', '脑洞', '搞笑', '粤语版哆啦A梦', '哆啦A梦新番']"
15544571,123,【480P】YAWARA！柔道少女 【1-124完】1992（英字）,2888,2017-10-21 13:38,小文嗨嗨,345,10,18,40,"['怀旧', '治愈向', '日本动画', 'TV动画', '经典']"
15577715,2,【1080p】龙的牙医 / Ryuu_no_Haisha【英语/生肉】,2854,2017-10-21 10:39,L_native,173,5,16,48,"['英语', '动画', '高清', '1080P']"
15566014,12,【1080P】野良与皇女与流浪猫之心 【极影】,37507,2017-10-21 10:38,萨潞法迩,1712,60,28,110,"['恋爱', '后宫', '奇幻', '搞笑', '泡面番', 'Galgame']"
15558604,26,【480P】YAWARA！柔道少女 1992【1-26】（中字）,7271,2017-10-20 20:58,小文嗨嗨,950,25,37,68,"['治愈向', '日本动画', 'TV动画', '经典', '怀旧']"
15549689,13,【480P/DVDRip】1982 无敌浩克  13集【原声无字】,1524,2017-10-20 16:13,轩辕有三,131,5,17,4,"['绿巨人', '漫威', '经典', '怀旧', 'TV动画', '欧美动画']"
15554677,26,【TVB】闪电十一人 第一季FF篇【粤语无字】,1734,2017-10-20 16:12,Frank_Air,171,17,29,15,"['粤语', '经典', '日本动画', '运动', 'TVB', '足球', 'TVB配音', '无字']"
15545896,1,【720P/剧场版】魔幻车神W：黑镜的复活【生肉】,9676,2017-10-20 11:30,幻影动漫社,300,17,25,5,"['校园', '冒险', '动漫', '科幻', '恋爱', '剧场版', '竞技', '720P', '热血', '友情']"
15541423,1,【1080p/特典】剧场版 黑子的篮球 LAST GAME NG集【Dymy】,--,2017-10-20 11:01,陌如夏树,3634,310,121,152,"['奇迹的世代', '黑子的篮球', '藤卷忠俊', 'LAST GAME', 'NG集']"
15526755,8,【480P/DVDRip】1997 惊人的绿巨人 第二季 8集 【生肉】,1000,2017-10-19 14:41,轩辕有三,93,2,3,0,"['TV动画', '漫画改编', '漫威', '欧美动画']"
15524845,44,576P/DVDRip】神风怪盗贞德【生肉】,2444,2017-10-19 12:13,小想子,129,6,11,16,"['动画', '高清', '童年', '经典', '怀旧', '合集']"
15525875,1,【480p/OVA】日常 OVA【异域字幕组】,10568,2017-10-19 12:12,远远君233,138,33,19,105,"['OVA', '动画', '日常']"
15502123,39,【720P】危险调查员【国语中字】 (1998),1766,2017-10-19 10:57,小文嗨嗨,80,6,7,12,"['TV动画', '日本动画', '720P']"
15520430,1,【720P】城市猎人剧场版1990 海滩城市之战【台配国语】,3472,2017-10-19 10:40,真的退出,267,9,19,20,"['剧场版', '城市猎人', '台配国语', '北条司']"
15512140,1,【日语中字超清1992年4月-附赠彩蛋】蜡笔小新-去海边玩儿真快乐-住豪华饭店-回家的路真远,24772,2017-10-18 19:50,绿光战警,429,97,42,202,"['蜡笔小新', '蜡笔小新新番', '蜡笔小新国语', '蜡笔小新日语', '蜡笔小新TV', '蜡笔小新旅行', '蜡笔小新海边']"
15505088,1,【美番/TV版】小马宝莉：小马国女孩【中文配音（普通话）】,4318,2017-10-18 18:07,MITO米菟,279,17,39,16,['我的小马驹']
15508349,84,【480P/DVDRip】1959 菲力猫  85集【原声无字】,1656,2017-10-18 18:03,轩辕有三,327,13,20,7,"['经典', '欧美动画', '菲力猫', '菲利克斯猫']"
15503316,26,【480P/DVDRip】1997 红胡船长 26集 【辽艺国语无字】,1342,2017-10-18 17:59,轩辕有三,370,5,12,5,"['法国', '辽艺', '欧美动画', '国语', '红胡船长']"
15499638,4,【720P】灼眼的夏娜 S【英配】【字幕】,44659,2017-10-18 15:12,无所事事哈士奇,1822,90,180,115,"['日本动画', '灼眼的夏娜', '经典', '720P']"
15501710,51,【480P】桃太郎伝説 01—51【国语】,4268,2017-10-18 15:06,太政关白,372,14,1,14,['机甲桃太郎']
15497469,1,【1080P/HDrip】鲁邦三世2012年特别篇 东方见闻录 Another Page【百度鲁邦三世吧字幕组】,8438,2017-10-18 10:58,魯邦叁世,550,124,69,365,"['朴璐美', '鲁邦三世', '徳井青空', '次元大介', '峰不二子', '永井一郎']"
15492886,51,【720P/日语】蓝龙第一季 【空岛字幕组】,5694,2017-10-18 10:53,樱花与烟花,424,19,19,9,"['TV动画', '动漫', '日语', '经典', '日本动画', '鸟山明', '720P', '蓝龙']"
15489880,142,【童年经典/美国】猫和老鼠（老版本）,46174,2017-10-18 00:35,深渊的幽灵,6632,352,112,823,"['怀旧', '搞笑', '猫和老鼠', '童年', '经典', '完结剧集']"
15484391,1,【BDrip/剧场版】小鸟游六花·改~剧场版 中二病也想谈恋爱！【千夏/1080P】,43431,2017-10-17 21:42,呆毛无节操,5220,914,291,1507,"['小鸟游六花', '中二病也要谈恋爱', '剧场版']"
15485143,13,【480P/DVDRip】1996 惊人的绿巨人 第一季 13集 【国语无字】,2505,2017-10-17 20:32,轩辕有三,320,6,11,6,"['怀旧', 'TV动画', '绿巨人', '漫威', '欧美动画', '欧美漫画英雄']"
15408515,27,【480P】浪客剑心 东京篇【字幕修正版】,8317,2017-10-17 18:33,久远寺宅の有珠,477,36,22,37,"['神作', '凉风真世', '经典', '热血', '藤谷美纪']"
15476396,1,【720P】宠物小精灵幻影的霸者索罗亚克2010【粤语】,976,2017-10-17 18:20,妙蛙种子没有种子a,49,3,2,0,"['粤语', '宠物小精灵', '720P']"
15467495,1,【720P】宠物小精灵 神速的盖诺赛克特&超梦觉醒2013【粤语】,1357,2017-10-17 18:19,妙蛙种子没有种子a,43,1,3,6,"['宠物小精灵', '剧场版']"
15475576,1,【720P】银河天使 Z 特别篇【英配】【字幕】,248,2017-10-17 18:16,无所事事哈士奇,15,3,3,0,"['机战', 'OVA•OAD', '720P']"
15474296,1,【720P】银河天使 Z 特别篇【字幕】,555,2017-10-17 18:16,无所事事哈士奇,55,2,6,0,"['日本动画', '生肉', '百合', '搞笑', '经典', '英语', '720P']"
13212176,4,【OVA】再造人卡辛,2775,2017-10-17 15:59,哔哩哔哩番剧,61,10,42,53,"['TV动画', 'BILIBILI正版']"
15470001,1,【BD/1080P】小魔女学园 OVA 【动漫国字幕组】,4306,2017-10-17 11:49,短笛魔王宫内莲华,362,26,17,24,"['小魔女学园', '1080P', 'OVA•OAD']"
15469687,1,【BD/1080P】剧场版：小魔女学园 魔法游行 【动漫国字幕组】,7041,2017-10-17 11:48,短笛魔王宫内莲华,1398,85,45,49,"['剧场版', '小魔女学园', '1080P']"
15463056,1,【274P/DVDRip】星际牛仔剧场版 天国之扉 【大陆国语配音无字幕】,1197,2017-10-17 11:40,菜鸟小弟,70,10,9,2,['动漫']
15449174,13,【480P/DVDRip】1995 钢铁侠 第二季 【国语无字】,20788,2017-10-17 11:28,轩辕有三,1502,25,40,82,"['钢铁侠', '欧美动画', '国语']"
15425661,26,【1080P】霸旋陀螺 钢铁战魂 ZeroG 【字幕】,1274,2017-10-17 11:24,幻影动漫社,105,3,10,3,"['科幻', '机战', '怀旧', '经典', '奇幻', '1080P', '热血', '合集']"
15421723,66,【TVB粤语】哆啦A梦大山版1979-2005,3559,2017-10-17 11:22,和蔼的小哆啦,345,14,17,31,"['粤语', '动漫', 'TVB', '哆啦A梦']"
15447277,1,【BD/720P】小魔女学园剧场版：魔法游行【动漫国】,1556,2017-10-17 11:08,诗音゛,250,22,7,16,"['小魔女学园', '720P', '动漫国字幕组', 'BD', 'リトルウィッチアカデミア', '魔法游行', '魔法仕掛けのパレード']"
15453233,1,【1080P/OVA】巴加的工作室【悠风社】,7082,2017-10-16 22:40,悠风社,1007,570,313,297,"['京都动画', 'OVA', '京阿尼', '巴加的工作室']"
15414474,1,【TVB粤语】【熟肉】哆啦A梦大山版：立体相册,816,2017-10-16 12:42,鬼迷君,6,3,3,3,"['TVB粤语', '哆啦A梦', '动画', '脑洞', '经典', '粤语版哆啦A梦', '哆啦A梦大山版']"
15413975,1,【补档/720P】哆啦A梦新番012（2005.07.01）天花板上的宇宙战争＆诅咒相机＆一生一次的一百分【幻梦字幕组】,4776,2017-10-16 12:42,熊猫带来好运气,149,17,62,56,"['哆啦A梦', '动漫', '童年', '漫画改编', 'ドラえもん', '哆啦A梦新番', '720P', 'Doraemon']"
15435936,14,【720P/粤语】我的英雄学院【粤语中字】,49245,2017-10-16 11:27,もったいない,4545,308,232,554,"['校园', '高清', '经典', '励志', 'TVB', '日本动画', '粤语', 'TV动画', '720P', '热血']"
15445900,1,【日语中字】蜡笔小新-迟到的新纪录,15133,2017-10-16 11:22,绿光战警,204,37,22,80,"['童年', '蜡笔小新', '动画', '蜡笔小新新番', '蜡笔小新国语', '蜡笔小新日语', '蜡笔小新TV', '蜡笔小新妈妈', '蜡笔小新迟到']"
15442287,1,【OVA】Super Lovers OVA 2【英文字幕】,4340,2017-10-16 11:00,遊佐寺岛,313,43,40,106,"['松冈祯丞', '寺岛拓笃', '前野智昭', '皆川纯子', '超级恋人', 'bl', 'ova', '英肉']"
15441885,1,【1080P】巴加的工作室OVA【生肉】,1561,2017-10-16 10:58,京阿尼应援团,129,81,55,26,"['京都动画', 'OVA•OAD', '京阿尼']"
15439293,26,【英配】魔法老师涅吉【字幕】（2005）,1388,2017-10-16 10:55,无所事事哈士奇,109,9,8,1,['日本动画']
15428060,13,【480P/DVDRip】1995 钢铁侠 第一季 国语无字,4051,2017-10-16 10:34,轩辕有三,620,14,17,28,"['钢铁侠', '欧美动画']"
15331824,1,【DVDRip】大战争 神击的红色荒野 BIG WARS 1993【芒果】,1460,2017-10-16 10:22,起名费劲太郎,123,27,12,20,"['田中秀幸', '久米一成', 'OVA·OAD', '冬马由美', '泷泽敏文', '荒卷义雄']"
15428259,1,【DVDrip576P/剧场版】时空的旅人 1986【中文字幕】,4281,2017-10-15 23:16,杀车片,448,18,8,37,"['剧场版', 'MADHOUSE', '时空的旅人', '小说改', '真崎守', '时空旅人', '時空の旅人']"
15390598,4,【720P/HDTV】机动战士高达00 剧场版【粤语中字】,11400,2017-10-15 17:06,妖刀弑神,1021,42,52,37,"['日本动画', '机动战士高达00', '剧场版', '机动战士高达', '1080P', '720P']"
15408673,1,【熟肉】Wakfu第二季 7p中文简体,641,2017-10-15 17:05,z1-s-h,8,3,2,0,"['wakfu', '中文简体', 'WAKFU第二季']"
15408415,101,【1080P/BDRip】《棒球英豪》【国语中字】1985,7641,2017-10-15 16:46,小文嗨嗨,1343,70,58,193,"['日本动画', '中文', 'TV动画', '经典', '1080P']"
15411809,48,【720P/BDRip】《阳光普照》【中字】,1655,2017-10-15 16:18,小文嗨嗨,224,8,5,27,"['日本动画', 'TV动画', '高清', '720P', 'BDRIP']"
15405406,6,【DVDrip576P】通灵公主 1996【中文字幕】,3759,2017-10-15 15:06,杀车片,379,20,21,16,"['OVA', '童年', '通灵公主', '魔灵公主']"
15396834,6,【WEB】通向未来的桥梁-方言版【生肉】,851,2017-10-15 15:01,发光的球,21,4,4,0,['合集']
15392732,1,【BD1080P/OAD】异国迷宫的十字路口 第4.5话(TV未放送)【千本樱×翼之梦】,3775,2017-10-15 14:58,奶活家教Shaw_K,264,43,23,6,"['怀旧', '日本', '治愈向', '日本动画', '经典', '1080P', 'OVA•OAD']"
15363142,6,【WEB】通向未来的桥梁【生肉】,669,2017-10-15 14:49,发光的球,22,3,3,0,"['杉田智和', '布莱德库特·莎拉·惠美', '贞本义行', '福岛GAINAX']"
15376441,36,【1080P/DVDISO】《猫眼三姐妹》 【第一季】【国语中字】 1983,15562,2017-10-15 14:47,小文嗨嗨,3764,116,149,197,"['TV动画', '经典', '日本动画', '1080P']"
15342700,78,【720P】池塘王子【国语无字幕】,1020,2017-10-15 14:24,农药精神康复中心院长,163,10,7,1,"['怀旧', 'TV动画', '喜剧', '搞笑', '欧美动画']"
15376113,1,【720P/BDRip】为这美好的世界献上祝福! 第二季 OVA/第11话 【爱恋】,57050,2017-10-14 22:40,萨潞法迩,1720,301,125,369,"['高桥李依', '搞笑', '生天目仁美', '后宫', '雨宫天', '茅野爱衣', '穿越', '冒险', '赤崎千夏', '异世界']"
15304168,39,【1080P】霸旋陀螺 钢铁战魂 4D【字幕】,1547,2017-10-14 17:56,幻影动漫社,156,6,4,0,"['搞笑', '经典', '奇幻', '科幻', '动漫', '怀旧', '热血', '合集', '1080P']"
15363623,11,【720p】ID-0  web 【合集】,298,2017-10-14 17:30,过后一沉于浅梦而不醉,9,1,2,0,"['机战', '动漫', '泡面番', '720P', 'BDRIP', '合集']"
15362533,12,【合集】黑白来看守所 第二季【台配国语/繁体字幕】,3806,2017-10-14 15:56,菜鸟小弟,220,10,8,6,"['动画', '合集', '台湾国语配音']"
15376974,13,【合集】我的英雄学院【台配国语】【1-13话全】,15833,2017-10-14 15:49,國語動漫,1274,87,120,100,"['TV动画', '神作', '经典', '动漫', '校园', '我的英雄学院', '热血', '合集']"
15374812,94,【280P/合集/VCD】1991 鬼马小精灵 96集【国语无字】,7001,2017-10-14 15:30,轩辕有三,1928,61,76,79,"['怀旧', '经典', '欧美动画']"
15377658,1,【720P/剧场版】穿越时空的少女【中英双字】,73456,2017-10-14 15:29,萌萌哒姐姐86,19472,566,253,1199,"['校园', '动漫', '720P']"
15363274,2,【420p/OVA】铳梦 OVA,2044,2017-10-14 15:15,过后一沉于浅梦而不醉,131,6,9,2,"['动漫', '热血']"
15369365,6,【WEB720P】新战神金刚 第四季【英语生肉】,2111,2017-10-14 11:49,hungry小浩纸,102,22,17,21,"['机战', '新战神金刚']"
15368858,1,【720P/DVDRip】 Little Busters SP【澄空学园】,1040,2017-10-14 11:45,ぼくわだれ,41,8,14,2,"['神作', '校园', '720P', 'key社', 'Little Busters']"
15366263,14,【720P/BDRip】甘城光辉游乐园 【动漫国】,28692,2017-10-14 11:30,萨潞法迩,2353,146,62,512,"['后宫', '中田让治', '福山润', '奇幻', '搞笑', '野中蓝', '川澄绫子', '内山昂辉', '校园', '五十岚裕美']"
15352741,25,【720P/BDRip】超能力大战【生肉】,--,2017-10-14 10:50,爱妹无双,69,1,6,7,"['BDRIP', '720P']"
15332304,6,【BD1080P】变态王子与不笑猫SP小剧场六话全【澄空&华盟】,12715,2017-10-13 18:30,妹妹的胖次很香,1359,253,78,66,"['变态王子与不笑猫', 'SP', '小仓唯', '1080P', '男人变态有什么错']"
15353431,12,【BD1080P】一周的朋友-香织的日记 SP【千夏】,1095,2017-10-13 18:18,杀车片,77,17,13,3,"['SP', '香织的日记', '一周的朋友', '映像特典', '长谷的日记']"
15315322,12,【合集】青春之旅,114436,2017-10-13 17:55,哔哩哔哩番剧,1917,503,680,6794,['BILIBILI正版']
15348704,24,【1080P】樱花庄的宠物女孩1-24集【光之缘字幕组】,35934,2017-10-13 17:10,一条不知茗的咸鱼,6724,763,247,812,"['樱花庄的宠物女孩', '日本动画', '1080P']"
15347676,1,【BD1080P/OAD】文学少女~OAD~今日的点心“初恋”【bwfjc字幕】,2591,2017-10-13 16:26,奶活家教Shaw_K,165,34,21,14,"['治愈向', '日本动画', '经典', '1080P', 'BDRIP', 'OVA•OAD']"
15315365,12,【合集】一周的朋友,54204,2017-10-13 14:14,哔哩哔哩番剧,1661,649,791,5261,['BILIBILI正版']
15338985,1,【720P/OVA】JOJO第四部OVA—岸边露伴一动不动【自翻/熟肉】,51893,2017-10-13 14:10,Lestat伯爵,4313,1309,669,1218,"['OVA', 'JOJO的奇妙冒险', 'JOJO', '樱井孝宏', '岸边露伴', 'jojo']"
15335302,13,【720P/英配】我的英雄學院第一季合集【生肉】,3491,2017-10-13 10:29,慧醬hui,385,44,36,24,['动画']
