番号,集数,名字,播放量,投稿时间,作者,收藏数,硬币数,评论数,弹幕数,标签 
13232755,14,【592P/DVDRip】蓝精灵 第8季【English/生肉】,236,2017-08-12 18:48,不明所夜,26,0,0,0,"['动画', '搞笑', '童年', '动漫', '英语', '高清', '经典', '蓝精灵', 'SMallMUshroomdwaRF']"
13235464,64,【592P/DVDRip】蓝精灵 第7季【English/生肉】,209,2017-08-12 18:48,不明所夜,30,1,0,0,"['童年', '动画', '高清', '搞笑', '英语', '动漫', '经典', '蓝精灵', 'SMallMUshroomdwaRF']"
13269498,1,【8月熟肉/美版1080P】小马国女孩新夏日短篇Vol. 4：MV《摇滚蔬果》,9985,2017-08-12 15:12,习成PBU,734,70,98,124,"['高清', '动画', '小马宝莉', '彩虹小马', '我的小马驹', 'MLP', '1080P', '小马国女孩', 'My Little Pony']"
13255302,4,【BD1080P】七大罪 圣战的预兆【豌豆】,--,2017-08-12 12:08,祜生,628,71,88,101,['1080P']
13264420,7,fate stay night 2014 第二季 卫宫巨侠传（上）红A叛逆篇（台配国语）7集全,64144,2017-08-12 11:32,国语配音动漫,1695,100,393,1004,"['动画', '动漫', '金闪闪', 'Fate', '国语动漫', '国语动画', '中配', '卫宫巨侠', '红A', 'FATE Stay Night']"
13246704,1,【1月/SP】小林家的龙女仆SP05【中文字幕】,5065,2017-08-12 10:44,Super丶过,44,22,30,7,"['中文字幕', '日本动画', 'TV动画', '1080P', 'sp']"
13259255,1,【剧场版】心灵想要大声呼喊【KNA&BluSub】,3197,2017-08-12 08:31,きみの涙は,304,32,18,57,"['经典', '治愈向', '校园']"
13258874,26,【720P/BDRip】我的女神 第二季+战斗之翼【生肉】,7292,2017-08-12 07:03,爱妹无双,387,9,20,29,"['喜剧', '恋爱', 'TV动画', '经典', '神作', '后宫', 'BDRIP', '720P']"
13253001,78,【合集】越狱兔 1-5季全,51169,2017-08-12 04:35,_游翊君_,2587,238,67,838,"['越狱兔', '经典', '全程高能', '合集']"
13226341,12,【640P/合集】魔鬼恋人 S1【英配生肉】,23913,2017-08-12 00:00,谈雅飞TYF,706,24,98,336,"['魔鬼恋人', 'TV动画']"
13230894,11,【720P】我家有个狐仙大人 小剧场,5945,2017-08-11 23:05,_游翊君_,155,11,10,13,"['TV动画', '后宫', '日本动画', '720P']"
13245119,1,【480P】妖世纪水浒传 魔星降临 1993【冷番补完字幕组】,2614,2017-08-11 22:52,有酒乐逍遥year,156,11,12,30,['OVA']
13242238,47,【480P】横山光辉三国志【全47集日语生肉】,1016,2017-08-11 21:32,真的退出,47,4,6,4,"['日本动画', 'TV动画', '横山光辉三国志', '日语生肉']"
13235486,63,【576P/DVDRip】蓝精灵 第6季【English/生肉】,298,2017-08-11 21:32,不明所夜,41,0,1,2,"['英语', '动画', '高清', '搞笑', '动漫', '童年', '经典', '蓝精灵', 'SMallMUshroomdwaRF']"
13228958,18,【592P/DVDRip】Johan与Peewit 【English/生肉】,67,2017-08-11 21:24,不明所夜,9,0,0,0,"['高清', '动漫', '经典', '英语', '动画', '搞笑', '童年', '蓝精灵', 'SMallMUshroomdwaRF']"
13167585,47,【480P】横山光辉三国志【全47集台配国语】,3289,2017-08-11 20:56,真的退出,333,12,8,22,"['日本动画', 'TV动画', '横山光辉三国志', '台配国语']"
13233438,48,【576P/DVDRip】蓝精灵 第4季【English/生肉】,115,2017-08-11 19:50,不明所夜,29,0,0,0,"['英语', '动画', '动漫', '经典', '童年', '高清', '搞笑', '蓝精灵', 'SMallMUshroomdwaRF']"
13232941,41,【592P/DVDRip】蓝精灵 第5季【English/生肉】,129,2017-08-11 19:43,不明所夜,28,1,0,0,"['搞笑', '动画', '高清', '经典', '英语', '童年', '动漫', '蓝精灵', 'SMallMUshroomdwaRF']"
13230656,51,【576P/DVDRip】蓝精灵 第3季【English/生肉】,164,2017-08-11 19:43,不明所夜,31,1,0,0,"['经典', '高清', '搞笑', '童年', '动漫', '英语', '动画', '蓝精灵', 'SMallMUshroomdwaRF']"
13230705,35,【BD1080P/生肉】田中君总是如此慵懒 小剧场,50304,2017-08-11 15:32,白夜落幕,4038,132,137,253,"['高森奈津美', '细谷佳正', '诹访彩花', '悠木碧', '兴津和幸', '井口佑一', '小野贤章', '东山奈央', '田中君总是如此慵懒', '小岩井小鸟']"
13221161,5,【合集/更新中】精灵宝可梦 Premier 10【橙白字幕社】,13823,2017-08-11 14:33,侦探毛利小五郎,668,51,63,106,"['精灵宝可梦', '合集', '数码重映', '橙白字幕社']"
13225475,1,【德语生肉/720P】精灵宝可梦 破坏之茧与蒂安希,1218,2017-08-11 13:50,SR新兰,43,7,33,9,['精灵宝可梦']
13224724,1,【日语中字/720P】精灵宝可梦 神速的盖诺赛克特&超梦觉醒,6254,2017-08-11 12:40,SR新兰,445,33,33,272,['精灵宝可梦']
13219772,27,【720P/BDRip】我的女神 第一季【生肉】,4576,2017-08-11 08:52,爱妹无双,148,9,13,20,['恋爱']
13214272,35,【592P/DVDRip】蓝精灵 第2季【English/生肉】,11509,2017-08-11 05:17,不明所夜,49,1,2,6,"['动漫', '英语', '搞笑', '高清', '童年', '经典', '动画', '蓝精灵', 'SMallMUshroomdwaRF']"
13214726,12,【合集】伪恋 第二季【台配国语】【1-12话全】【720P】,12178,2017-08-11 05:00,國語動漫,619,30,24,91,"['爱情', '校园', '伪恋', '国语动漫', '720P', '台配国语']"
13210912,20,【合集】伪恋 第一季【台配国语】【1-20话全】【720P】,78486,2017-08-11 03:11,國語動漫,3103,292,162,4574,"['日本动画', 'TV动画', '伪恋', '国语动漫', '台配国语']"
13207467,37,《高智能方程式GPX》【粤语版 流畅版】,3671,2017-08-11 00:18,炸酱弟弟,113,4,3,7,"['日本动漫', '高智能方程式赛车', '闪电霹雳车']"
13147607,40,【592P/DVDRip】蓝精灵 第1季【English/生肉】,1197,2017-08-10 21:29,不明所夜,81,3,5,3,"['搞笑', '动画', '高清', '童年', '动漫', '经典', '英语', '蓝精灵', 'SMallMUshroomdwaRF']"
13195449,1,【TVB粤语】【熟肉】哆啦A梦新番：五个哆啦A梦,8290,2017-08-10 18:54,鬼迷君,135,17,56,122,"['粤语', '童年', '经典', 'TVB粤语', '哆啦A梦', '动画', '粤语版哆啦A梦', '哆啦A梦新番']"
13189119,7,【BD1080P/生肉】田中君总是如此慵懒 特典,15821,2017-08-10 16:05,白夜落幕,1395,52,41,362,"['井口佑一', '诹访彩花', '悠木碧', '兴津和幸', '村川梨衣', '高森奈津美', '细谷佳正', '小野贤章', '东山奈央', '田中君总是如此慵懒', '小岩井小鸟']"
13186320,1,【720P/补档】蜡笔小新2012.11.09变成蜻蜓的野原广志&取回贴纸【ACB字幕组&天空字幕组】,2367,2017-08-10 13:59,奶活家教Shaw_K,22,3,2,7,"['日本动画', '蜡笔小新', '720P']"
13183192,13,【BD720P】极乐院女子高寮物语【生肉】,--,2017-08-10 11:48,とある科学のAki,106,7,11,12,"['高森奈津美', '百合', '明坂聪美', '内田真礼', '竹达彩奈', 'BDRIP', '720P', '极乐院女子高寮物语', '合集']"
13177471,1,【480P/英配生肉】xxxHOLiC 剧场版 仲夏夜之梦,5223,2017-08-10 08:03,奶活家教Shaw_K,175,7,6,5,"['日本动画', '生肉', '剧场版', '经典']"
13168756,1,【720P/OAD】这是僵尸吗？TV未放送第13话  【XXACG字幕组】,31393,2017-08-10 07:22,奶活家教Shaw_K,905,82,117,227,"['日本动画', '720P', 'OVA•OAD']"
13176868,1,【480P】烤焦面包【DVDRIP/天空树中日双语字幕组】,1277,2017-08-10 07:16,池松壮亮的圈内女友,139,16,4,23,"['泡面番', '治愈向', '日本动画']"
13107867,4,【720P】七大罪-圣战的预兆【英配生肉】,15439,2017-08-10 06:00,无所事事哈士奇,328,10,36,101,['七大罪']
13174214,1,【DVDrip/480P】足球小将1985剧场版 欧洲大决战【光荣字幕组】,2351,2017-08-10 05:37,奶活家教Shaw_K,53,2,5,6,"['日本动画', '剧场版', '经典', '足球']"
11948265,30,【480P】晴天小猪 第一季【字幕】,3899,2017-08-10 05:10,不好不败,485,28,31,42,"['晴天小猪', '南央美']"
13170282,1,【480P】忍者猫/功夫猫党 剧场版【英语无字】,1561,2017-08-10 03:37,颖之妹,51,1,12,0,"['英语', '日本动画', '生肉', 'TV动画', '剧场版', '经典', '热血']"
13171567,27,720P/BDRip】一起一起这里那里【生肉】,5126,2017-08-10 03:35,爱妹无双,151,8,18,86,"['TV动画', '日常', '搞笑', '治愈向', '720P', 'BDRIP']"
13132792,17,【480P/TVRip】火影忍者703-720国语(中文配音版),25340,2017-08-09 21:53,看看国语,646,36,84,257,['火影忍者']
13150969,51,【合集】蓝龙 第一季【台配国语】【1-51话全】【720P】,3051,2017-08-09 19:32,國語動漫,283,12,27,7,"['日本动画', '经典', 'TV动画', '蓝龙', '国语动漫', '720P', '台配国语', '鸟山明']"
13145642,1,【1080P/BDRip】你好像很美味 2010 【日语中字】,6495,2017-08-09 17:35,拉粑粑老魔仙s,707,79,51,223,"['动画电影', '日本电影', '动画']"
13140174,1,【BD720P】七人魔法使 OVA【生肉】,15674,2017-08-09 16:46,とある科学のAki,326,21,40,92,"['小仓唯', '钉宫理惠', '松冈祯丞', '日笠阳子', '佐仓绫音', '后宫', 'BDRIP', 'OVA•OAD', '720P']"
13140118,20,哆啦A梦 1981年10月-1986年版 台配国语【第667-694集】,5435,2017-08-09 16:45,小哆啦爱哼歌,385,16,34,186,"['经典', '怀旧', '日本动画', '哆啦A梦', '台配国语', '哆啦A梦大山版', '补档', '无删减版']"
13139937,1,【480P/国语】地下巧克力【CCTV6配音】,1339,2017-08-09 13:42,不好不败,80,3,11,2,"['中文', '地下巧克力', '配音', '中配']"
13137499,1,【720P/粤语】精灵宝可梦剧场版：破坏之茧与蒂安希,7326,2017-08-09 12:05,もったいない,331,14,22,61,"['精灵宝可梦', '日本动画', '粤语', '剧场版', '经典']"
13132326,13,【720P/BDRip】图书馆战争【生肉】,2124,2017-08-09 08:22,爱妹无双,229,8,14,1,"['神作', '漫画改编', '720P', '热血', 'BDRIP']"
13132034,1,【剧场版/720P】精灵宝可梦XY 破坏之茧与蒂安希,14061,2017-08-09 06:07,SR新兰,809,106,78,682,"['精灵宝可梦', '剧场版', 'pokemom']"
13131165,14,【TVB粤语合集】working!!无聊西餐厅（第三季）,1752,2017-08-09 05:57,zhqin,143,7,6,7,"['粤语', 'TVB配音']"
13127185,1,【480P/SP】 全金属狂潮 SP【生肉】,1690,2017-08-09 04:09,奶活家教Shaw_K,30,1,4,3,"['日本动画', '全金属狂潮', '经典']"
13126827,1,【720P/OVA】 全金属狂潮 OVA【生肉】,2752,2017-08-09 04:08,奶活家教Shaw_K,36,2,4,7,"['经典', '日本动画', 'OVA•OAD']"
13125150,1,【DVD480P/OVA】电脑情人 OVA1 【生肉】,3271,2017-08-09 04:08,奶活家教Shaw_K,137,2,5,2,"['日本动画', '生肉', '经典', 'OVA•OAD']"
13124277,1,【OVA/480P】光与水的女神 OVA 第14.5话【天香字幕社】,1895,2017-08-09 04:06,奶活家教Shaw_K,56,1,6,1,"['日本动画', '经典']"
13121053,1,【台配国语】新哆啦A梦283——胖虎炖菜、开幕动物训练屋,1256,2017-08-09 02:46,喜欢动画片,27,4,5,9,"['哆啦A梦', '胖虎', '国语']"
13119207,1,【480P】龙杀手英雄传说 王子的旅程OVA 1992【冷番补完字幕组】,557,2017-08-09 01:56,有酒乐逍遥year,41,6,3,1,"['平井久司', 'OVA', '石川贤', '1992', '独立OVA', '松崎健一', '寺嶋民哉', '中村憲由', 'faklcom']"
13111367,1,【BD1080P】精灵宝可梦 剧场版17：破坏之茧与蒂安希【日语中字/夢幻戀櫻字幕組】,26289,2017-08-08 20:00,莉莎娜,2844,318,201,1470,"['精灵宝可梦', '宠物小精灵XY', 'pokemom']"
13108557,1,【BD720P】精灵宝可梦剧场版17：破坏之茧与蒂安希【日语中字】,15043,2017-08-08 19:59,传说丶Rudy,1111,199,198,964,"['剧场版', '精灵宝可梦', '720P', '热血']"
13087991,1,【剧场版/TVB粤语】热血自由式！极速青春！,4679,2017-08-08 18:41,地府的引路人,330,16,50,56,"['剧场版', 'Free', 'tvb粤语']"
13095408,1,【剧场版】精灵宝可梦剧场版17 破坏之茧与蒂安希,60179,2017-08-08 14:25,哔哩哔哩番剧,527,161,388,2513,[]
13071022,12,【合集】笑对阴天,225812,2017-08-08 14:20,哔哩哔哩番剧,848,458,1480,11761,[]
13099394,4,【DVDrip720P】Switch缉毒特搜班 OVA 2008【中文字幕】,29002,2017-08-08 13:58,hungry小浩纸,6049,113,132,757,"['樱井孝宏', '福山润', 'OVA•OAD', 'Switch', '缉毒特搜班']"
13098486,6,【BD1080P】Sabagebu! 生存游戏社 OVA 合集【生肉】,2324,2017-08-08 12:48,とある科学のAki,155,15,21,17,"['百合', '生存游戏社']"
13091852,1,【BD1080P/OVA】间之楔 OVA2 【生肉】,--,2017-08-08 07:38,奶活家教Shaw_K,43,4,5,6,"['日本动画', '腐', 'BDRIP', 'OVA•OAD']"
13091362,1,【BD720P/SP】邻座的怪同学 SP01 【生肉】,2108,2017-08-08 07:36,奶活家教Shaw_K,36,2,5,0,"['日本动画', '720P']"
13091391,1,【BD720P/SP】邻座的怪同学 SP02 【生肉】,3180,2017-08-08 07:31,奶活家教Shaw_K,98,6,6,24,"['日本动画', '720P', 'BDRIP']"
13092056,13,【720P/BDrip】变身侦探【北美版（中文字幕）】,2059,2017-08-08 07:04,魯邦叁世,190,14,31,21,"['性转', '子安武人', 'TV动画', '冬马由美', '高木涉', '加藤一彦', '肝付兼太']"
13091814,24,【720P/BDRip】天上天下【生肉】,8402,2017-08-08 07:04,爱妹无双,266,9,14,19,"['经典', '美少女', '合集', '720P', '热血', 'BDRIP', '肉番']"
13090259,1,【480P/生肉】LESSON XX 不可告人的秘密,29625,2017-08-08 06:58,奶活家教Shaw_K,2077,45,123,1172,"['日本动画', '生肉']"
13090144,39,【1080P/BDRip】蓝宝石之谜 Nadia The Secret of Blue Water 1990【灵风FOSKY】,6367,2017-08-08 05:34,起名费劲太郎,1045,92,68,138,"['TV动画', 'GAINAX', '贞本义行', '凡尔纳', '庵野秀明', '海底两万里', '樋口真嗣', '冒险少女娜汀亚']"
13089017,1,【720P/特别篇】哆啦A梦1998剧场版附映短篇：哆啦A梦回来了【生肉】,9359,2017-08-08 04:45,奶活家教Shaw_K,339,29,53,182,"['哆啦A梦', '生肉', '剧场版', '720P']"
13088811,25,【720P/TVRip】第一神拳Rising(2013)(台配國語),5046,2017-08-08 04:43,AllenSkywalker,173,6,4,4,"['第一神拳', '第一神拳 RISING', '台配国语']"
13088785,2,【BD1080P】猎天使魔女剧场版-血色命运【英日双语配音】,9156,2017-08-08 04:42,倒三角很性感,684,30,26,107,"['XBOX360', 'WIIU', '贝优妮塔', 'PC', 'PS3', '头发', '枪斗', '游戏改编动画', '驚天魔兵錄', '惊天魔兵录']"
13087252,25,【TVB粤语合集】亚尔斯兰战记,1061,2017-08-08 04:42,zhqin,107,3,4,0,"['粤语', 'TVB配音']"
13086858,12,【720P/DVDRip】狗與剪刀必有用(2013)(台配國語),6352,2017-08-08 04:42,AllenSkywalker,328,15,11,12,"['台配国语', '狗與剪刀必有用']"
13084217,57,【怀旧向】阿拉蕾  1997版（1-55含ED.OP）,13803,2017-08-08 04:42,ME星夜骑士,1339,56,55,384,"['日本动画', '搞笑']"
13071973,68,【576P/TVB配音】日式面包王 【全集】,11989,2017-08-08 04:42,もったいない,742,28,32,98,"['粤语', '日本动画', 'TV动画', '经典', 'TVB']"
13077465,1,【480P/DVDRip】机动战士SD高达OVA (1987)【中文字幕】,1562,2017-08-08 01:40,会回来的,86,12,8,41,"['SD敢达', '搞笑', '机战', '萝莉', '恶搞', '夏亚', '机动战士高达', '阿姆罗', '榊原良子', '普露']"
13081873,31,【720p】我的青少年机器人时代,1462,2017-08-08 01:07,QAQ的QAQ的QAQ,103,8,14,169,"['科幻', '搞笑', '720P']"
13081749,1,【台配国语】新哆啦A梦282——驱鬼豆、再见了静香,1318,2017-08-08 01:07,喜欢动画片,31,8,9,10,"['哆啦A梦', '童年', 'TV动画', '日本动画', '大雄', '静香', '国语', '经典动漫', '陈美贞']"
13080988,3,【熟肉】【完结】The Venture Bros S4E01-03 冒险兄弟 第四季 01-03【风月汉化组】,867,2017-08-08 00:45,好舒服不要停啊,33,8,8,0,"['作死兄弟', '冒险兄弟', 'The Venture Bros', '风月汉化组']"
13036185,26,【1080P】秀逗魔导士 第一季 中文字幕,26037,2017-08-07 18:07,Lauzowsing,524,59,171,572,"['秀逗魔导士', 'SLAYERS', '莉娜因巴斯', '童年', '魔法少女', '贫乳', '林原惠美', '魔剑美神', '林原めぐみ', '火女', 'Dota']"
13037997,6,【DVDrip】兽星记基尔斯汀 Guilstein 2002【生肉】,1281,2017-08-07 17:19,hungry小浩纸,51,1,10,3,"['漫改', '兽星记基尔斯汀']"
13044797,1,【1080P】Zarafa （2012）【法语中字】,1270,2017-08-07 16:11,雷神托尔的录音鸡,215,10,5,11,"['动画电影', '雷米·贝桑松']"
13053544,1,【DVD480P】遥远时空剧场版 舞一夜 【漫游连载组P.S.S.】,26554,2017-08-07 10:41,奶活家教Shaw_K,198,64,128,554,"['经典', '日本动画']"
13013794,25,【合集】三年E班 第二季【台配国语】【1-25话全】【720P】,38496,2017-08-07 08:34,國語動漫,1715,73,137,289,"['搞笑', '日本动画', 'TV动画', '三年E班', '台配国语', '热血', '国语动漫', 'BDRIP']"
13051428,2,【收藏级画质/1080P】光能使者OVA1【生肉】,4025,2017-08-07 08:33,奶活家教Shaw_K,156,5,23,41,"['经典', '日本动画', '1080P', 'OVA•OAD']"
13050948,25,【720P/BDRip】夏色奇迹【生肉】,5973,2017-08-07 08:32,爱妹无双,213,6,22,60,"['百合', '日常', '治愈向', '720P', 'BDRIP']"
13025208,13,【720P】境界上的地平线 第二季 【英配生肉】,2402,2017-08-07 06:00,无所事事哈士奇,74,4,16,8,"['日本动画', '科幻', '720P']"
13005567,1,【1080P】传染 OVA3【冷番补完字幕组】,1254,2017-08-07 06:00,有酒乐逍遥year,82,5,10,6,['OVA']
13005479,1,【1080P】传染 OVA2【冷番补完字幕组】,1051,2017-08-07 06:00,有酒乐逍遥year,67,7,2,13,['OVA']
12961964,1,【1080P】传染 OVA1【冷番补完字幕组】,2869,2017-08-07 06:00,有酒乐逍遥year,128,8,14,38,"['OVA', '搞笑', '独立OVA']"
13044624,13,【BD1080P/生肉】异国迷宫的十字路口,1714,2017-08-07 02:29,Nagisa-aishiteru,136,11,15,8,"['佐藤利奈', '近藤隆', '生肉', '东山奈央', '悠木碧', '田中秀幸', '1080P']"
13043677,1,【美版】游戏王剧场版 次元的黑暗面【中文字幕】,3445,2017-08-07 02:28,Eenal,180,20,19,127,['游戏王']
13046153,1,【BD720P】为美好的世界献上祝福！2 11/OVA【轻之国度袋鼠组】,10930,2017-08-07 02:20,白夜落幕,175,27,17,92,"['江口拓也', '高桥李依', '雨宫天', '赤崎千夏', '茅野爱衣', '为美好的世界献上祝福', '原纱友里', '福岛润', 'OVA•OAD', '为美好的世界献上祝福！2']"
